video_id,titulo,bloco,menciona_valor,views,topico_bertopic
Qb1C00aUi0I,Men's glowup tips #glowup #glowingskin #glowuptips #mensstyle #bedroom #men #mensfashion,autocuidado/estetica,False,7623103.0,1
OWZrFdV4tCM,Define : glow up” edit,autocuidado/estetica,False,414366.0,1
k1teN6SazvI,Men glow up tips 16/100 - Use Vaseline and brush your lips with a toothbrush #glowup #boys #lips,autocuidado/estetica,False,559721.0,1
DEJa4GjS07I,glow up tips for boys #shorts #glowuptips #mewing #glowup,autocuidado/estetica,False,1616047.0,-1
OwvXNWKr_bA,"Glow up tips #38 - ""Improve your facial structure with Mouth Tape!"" #mensfashion #glowup #mensstyle",autocuidado/estetica,False,2211209.0,0
ipr7mFYBPvk,Glow up 🏳️‍⚧️#trans #ftm #shorts,autocuidado/estetica,False,206683.0,1
t4V8ZEUTzl4,Glow Up or Glow Down? 🫣 #haircut #glowup #hairstyle #shorts,autocuidado/estetica,False,15656.0,1
8zdz2jL46j4,Homem Que Para De Se Cuidar Quando Está Namorando!,autocuidado/estetica,False,1214.0,5
bebx5XjCd7w,EU DISSE A VERDADE PARA OS MEUS GATOS #shortssprintbrasil,autocuidado/estetica,False,24538560.0,6
Zcfn721n-Ng,Men's Grooming Routine,autocuidado/estetica,False,1252431.0,4
UvIkZPlijW4,8 men’s grooming and hygiene essentials every man should have. #menshygiene #mensgrooming,autocuidado/estetica,False,1013768.0,4
ehlRA_n2wUY,Grooming Essentials Every Man Needs,autocuidado/estetica,False,319666.0,4
0Fv3llLbQSM,YORKIE GROOMING WITH SCISSORS #yorkie #doggroomingforbeginners #doggroomingtips,autocuidado/estetica,False,10136654.0,-1
Hufw9p0Pdj8,Ultimate ASMR Beard Cleanup | Flex Trimmers + Hot Lather + Razor Finish,autocuidado/estetica,False,4902013.0,0
sSaNbxZ-mC0,Yorkshire terrier scissor grooming ✂️❤️🐶,autocuidado/estetica,False,646508.0,-1
Sm07Dd-RW4s,"Body Grooming and Manscaping: 3 Easy Steps to Trim, Shave, & Moisturize | Gillette #mensgrooming",autocuidado/estetica,False,1630165.0,-1
956dVk3MwHQ,Basic Grooming Habits Every Guy Should Be Doing! #grooming,autocuidado/estetica,False,2887184.0,4
FayA4wKWu3E,The MOST Important Grooming Tip to Fix Your Skin #Shorts,autocuidado/estetica,False,49253.0,-1
6q1oNZ7BxV0,Full Body Grooming Routine For Men,autocuidado/estetica,False,1556460.0,0
7p92siDXjWo,5 GROOMING ITEMS I LOVE | Mens Grooming #Shorts,autocuidado/estetica,False,5162.0,0
GK5Cv6ZXKMM,Men’s GROOMING HACKS for BODY HYGIENE 🧼#shorts | Tejas Yadav,autocuidado/estetica,False,1546998.0,4
pPi4D1kh1wo,5 Grooming Tips I Wish I Knew Sooner,autocuidado/estetica,False,442335.0,4
KFTyTjBcAtw,Beard Tutorial: How To Shape Your Neckline - A Balance Method #shorts #beard,autocuidado/estetica,False,20064836.0,4
7lypF1OZ1pM,How To Trim Your Neckline Hack. Try This Out Next Time You Are Tidying up Your Short Beard. #shorts,autocuidado/estetica,False,1429729.0,-1
UPiukIQivg8,@ImanGadzhi 's best men's grooming product,autocuidado/estetica,False,11192.0,6
Erdy8EqUpSM,What’s Your Current Beard Care Routine? #shorts,autocuidado/estetica,False,1342138.0,-1
o_QxvANDRjM,3 Ways Men Can Wear Concealer | #urbandecay,autocuidado/estetica,False,425856.0,-1
GKKnLOiBqAs,💈 Never Overdo It With What ??? #haircutharry,autocuidado/estetica,False,2513630.0,-1
JjIW747lX8w,grooming on the go 🧳 shop men's toiletry bag essentials at the link in bio,autocuidado/estetica,False,150775.0,4
GVqgeQIEr4E,Easy curly hairstyles + grooming routine #mensgrooming #hairstyle #mens #fashion #skincare,autocuidado/estetica,False,433009.0,4
Epjm2egVkL0,Watch till end for a surprise! #urbangabru #mensgrooming #hairremoval #bodybuilding,autocuidado/estetica,False,2912856.0,-1
0Ta4Z3RiYXw,Men’s Grooming Secrets Pt. 16,autocuidado/estetica,False,198727.0,4
eqp2eu_6Qd8,Full Viking Beard & Hair Transformation #shorts,autocuidado/estetica,False,790795.0,4
76PcGD4jLQ0,How To Shape Your Earline Beard Hack: Balance MG Tips #shorts #,autocuidado/estetica,False,1442689.0,4
vZRaBsfvW70,Mens grooming routine in the morning 🪒🧼🚿🧴 #skincare #skincareroutine #mensgrooming # #mens,autocuidado/estetica,False,329170.0,4
QrCPRrCKn2w,This comb lets you cut hair like a pro barber! #barber #haircut #fade #shortvideo #hairtutorial,autocuidado/estetica,False,1558114.0,-1
h600ltHK7Fw,You’re Forgetting These 5 Grooming Steps!,autocuidado/estetica,False,12196.0,0
8I8-DLlWcqE,TOM FORD ON MALE GROOMING,autocuidado/estetica,False,87398.0,4
QQ0Yo38BK0Q,Tom Ford's Three Rules Of Grooming | MR PORTER,autocuidado/estetica,False,2491943.0,0
9XeFHbhIoDc,99% of men make these grooming mistakes 🧔🏻‍♂️❌,autocuidado/estetica,False,3770588.0,0
sJli2qCxxvU,5 Grooming Hacks That Save Time & Money | Men's Lifestyle | BluMaan 2018,autocuidado/estetica,False,72488.0,0
hhF3KlFgeJA,Men's Grooming | Makeup By Courtney,autocuidado/estetica,False,8216.0,0
2tPXpFWRbzk,Men's Grooming and Hygiene Tips,autocuidado/estetica,False,163391.0,0
8VLQ9DzdeT8,5 essential grooming tools! #mensgrooming,autocuidado/estetica,False,7384839.0,4
9qvvBaCZjpA,Fashion and Grooming hacks for Teenagers✅ | viral hacks🥵 #Shorts #groomingtips #explore #ytviral,autocuidado/estetica,False,2982450.0,-1
2NNVgr01QTg,Grooming Lounge - Still Buying Crappy Grooming Products?,autocuidado/estetica,False,87276.0,0
TXtAXzohjLg,Detroit Grooming Co.,autocuidado/estetica,False,1171.0,0
aKmHwRxYMoc,Mens grooming routine before sleep 🪥😴🧼🧴 #mensgrooming #skincare #oralcare #groom #shorts,autocuidado/estetica,False,766685.0,4
uBkksdZ9DdQ,Look Your Best for Any Meeting | Men's Grooming Service #truefittandhill #mensgrooming,autocuidado/estetica,False,77336.0,-1
ZoBEs9SGRmU,3 Products to Cover Gray Hairs & Enhance Darker Hair | Hair Grooming| #shorts #viralshorts #rolda,autocuidado/estetica,False,11019.0,0
80-rXebiHDw,Shaping Up Your Beard Neckline PT 2 | Balance Male Grooming #beard #shorts,autocuidado/estetica,False,52380.0,0
4N5xI6BeB_M,Why I Ditched Foam for Cream #mensgrooming #sensitiveskinshave #skincareroutine #shavecream,autocuidado/estetica,False,9849.0,-1
C5Z1X-9z7rU,How MANSCAPED Became the “Kleenex” of Grooming,autocuidado/estetica,False,253.0,-1
rLQIFXNZ8oc,How to properly trim your beard to grow it LONGER!,autocuidado/estetica,False,3809186.0,0
Z8RMO_Ve0gs,How To Shape Up The Perfect BEARD Neckline #shorts,autocuidado/estetica,False,749971.0,4
vgniKzOt3pQ,Set Beard *JAWLINE* #Shorts #Beard,autocuidado/estetica,False,2125864.0,4
TXAhGqgC8jM,Stubble is a great option for men who struggle to grow facial hair. 🙌🧔🏻,autocuidado/estetica,False,811831.0,-1
UOnXhGZkncI,3 Secrets To Get Super Defined Curls - Works Every-Time | How To Get Curly Hair,autocuidado/estetica,False,3804654.0,0
9uw_qQ-AjZs,New Long Hairstyle | Viral Hair Cutting #shorts #barber,autocuidado/estetica,False,2679.0,-1
24GCsCVQWvI,"Before ➡️ After 🔥✂️ New look, new confidence! 😎✨",autocuidado/estetica,False,545.0,-1
p41zX0ErfbE,Learn How To Shape-Up Your Beard With a Straight Edge Cut-Throat Razor #beards,autocuidado/estetica,False,581038.0,-1
F2Gy7SeDBPM,It’s as easy as that Simpletics #simpletics,autocuidado/estetica,False,2603.0,-1
fjs3KNI4czQ,Essential hair tools for the well groomed man,autocuidado/estetica,False,58.0,0
cm1yufnB3TU,4 Hygiene Tech Upgrades,autocuidado/estetica,False,29757.0,0
6e9465hC6es,Casual outfit + grooming routine with my products . Link in my instagram goonza_costa #mensgrooming,autocuidado/estetica,False,821850.0,4
6i-iyCcN4Gw,Mensgrooming routine + date night outfit full black #mensgrooming #menshair #suitstyle,autocuidado/estetica,False,106442.0,-1
7ctUdD3Fhiw,Men Grooming Body Wash | Hair Serum & Shampoo by The MenCare Co.,autocuidado/estetica,False,1787.0,0
nXHEOi51AVk,Budget Grooming Hacks For Teenagers✅ | Look Good In College😍 | Tan Removal Remedy #Shorts #Ytshort,autocuidado/estetica,False,8713952.0,-1
uhSvc5ODLWE,Introducing Z Oud Talc | Oud of This World | Premium Men’s Grooming,autocuidado/estetica,False,84.0,0
JrS_RthqvJc,No side burns? Just get a taper fade #barbertips #taperfade #fades #howtofadehair #howtodoataper,autocuidado/estetica,False,535486.0,-1
AFoNCCvCVmY,"Your grooming kit, minus the bulk.",autocuidado/estetica,False,1347.0,-1
bfJH_Dy5cuc,The Must-Have Men’s Grooming Product #fyp #menshealth,autocuidado/estetica,False,1261.0,-1
am4Sp1Skkmg,Doesn’t take much. Just gotta stay consistent. #beardroutine #beardcare #beardtips #mensgrooming,autocuidado/estetica,False,5758.0,4
yoBmRKhCZBA,"Gray can stay. The tired, unpolished look does not have to.",autocuidado/estetica,False,140.0,-1
GlqKKifjxks,Looking Your Best Doesn’t Happen by Accident | Men’s Grooming & Skin,autocuidado/estetica,False,336.0,0
ImG8rLof_To,Nose and ears waxing in Polish Barbershop! 😬 #barber #wax #grooming #relax,autocuidado/estetica,False,328976.0,4
RRZw-wHCdL8,Sharp lines and clean fade #trending #usa #foryou,autocuidado/estetica,False,3.0,1
Im4j0VFHrPw,Morning Beard Routine #beard #beardcare #beards,autocuidado/estetica,False,1212.0,4
ehL9djyN5bs,Don't Wait for the Perfect Moment — Treat Yourself to a Fresh New Look,autocuidado/estetica,False,37.0,-1
nna47FQ286g,Make Your Beard Look Fuller,autocuidado/estetica,False,766159.0,-1
sZccO2RIJPc,How to Make Your Eyebrows Look PERFECT *EASILY* #Shorts,autocuidado/estetica,False,1071799.0,-1
LDT1m2AFHQ8,Mens grooming routine for men 👌🧼🧴🚿 #skincareroutine #skincare #mensgrooming #foryou #shorts,autocuidado/estetica,False,502949.0,4
Jq1D7GruV30,Beard routine that takes 5min that gives you hours of results #beardroutine #beardcare #mensgrooming,autocuidado/estetica,False,19881.0,4
UsUDlMMAo3w,Men’s Grooming & Skincare 101 for Movember,autocuidado/estetica,False,52316.0,0
SWp8IwrQRNE,5 Grooming Habits I Can't Live Without | Men's Grooming Routine | Alex Costa,autocuidado/estetica,False,209942.0,0
71bzixRzrwU,My Favourite Men's Hair and Grooming Products | February 2018,autocuidado/estetica,False,26883.0,0
iHSoVSpavsk,Tips For Trimming Mustaches,autocuidado/estetica,False,753429.0,0
HuHCigHPrbs,Men's Hair and Grooming Festival Essentials 2019,autocuidado/estetica,False,9514.0,0
nc47Zjm34k8,"10 ""OBSCURE"" Grooming Tools MOST Men NEVER Use (But Should TRY At Least ONCE!)",autocuidado/estetica,False,26625.0,0
f6ULvMxIP5s,Essentials Men's Grooming Tutorial,autocuidado/estetica,False,73776.0,4
hOpp1Df2PiI,Men's Shaving: Grooming Lounge's Fab Five Solutions,autocuidado/estetica,False,5233.0,0
minY3pzeqB8,I don’t get the cuts and nicks I used to with other razors! #mensgrooming #trimmer #shaver,autocuidado/estetica,False,1056.0,-1
JSRXH1Uc6IY,Basic Male Grooming and Makeup,autocuidado/estetica,False,47186.0,-1
Ya9QJNnHcc8,10 BEST Men's Grooming HACKS,autocuidado/estetica,False,100296.0,0
wMdkgaMc8UI,From Metrosexual to Completely Turned Off: Is Excessive Male Grooming a Turnoff?,autocuidado/estetica,False,96645.0,0
L6Q0N-EJ1SI,Nishman New Generation in Men's Grooming World - Creative Men Design,autocuidado/estetica,False,7289.0,-1
ZR0zIDxHVU8,Biggest Men’s Grooming Mistakes & How to Fix Them (Updated for 2020),autocuidado/estetica,False,36806.0,0
91ApacSADOw,Pacinos Men's Grooming Creme / Molding Wax Cream now at www.Target.com,autocuidado/estetica,False,16134.0,0
mERZ-VCvfBk,How To Look After Your Beard | Men's Grooming With Chris Perceval | River Island Man,autocuidado/estetica,False,92002.0,0
oHsYFwyWFU0,How To Style Crocs / Men’s Style Tips,autocuidado/estetica,False,1208980.0,-1
H93HNbRZ2WQ,3 Golden Rules Of Shaving.. #shorts #mensgrooming #howtoshave,autocuidado/estetica,False,647914.0,-1
0yrS8K30iqw,Male Grooming Tips,autocuidado/estetica,False,2080.0,4
ktuUGYeNz4Y,😂 This Barber Went TOO FAR! 💈🤣 #shorts #youtubeshorts #funny #fails #trynottolaugh #funnyvideo,autocuidado/estetica,False,1413.0,0
zH0JUQtdPCc,5 Grooming Hacks EVERY GUY Should Know,autocuidado/estetica,False,19216.0,0
_GoptosfcMA,Men’s PERSONAL Grooming Essentials✂️🧴 #menhacks #hairremoval,autocuidado/estetica,False,4450382.0,4
y7yZuP0fSDc,How To Trim A Cop Style Mustache (The Chevron) #Shorts,autocuidado/estetica,False,517969.0,-1
5SltB8E_PbM,Men's Grooming in 4 minutes,autocuidado/estetica,False,3530.0,-1
kwk1kMbQBl4,Grooming routine + beach outfit 🏖️ #fashion #hairstyle #mens #mensgrooming #outfit #ootd #style,autocuidado/estetica,False,152037.0,4
fYc0dkgkt5I,Grooming Hack No. 124 #Shorts,autocuidado/estetica,False,30074.0,0
OH4duxi-TxM,Trendimi TV: Hair Stylist - Men's Grooming: Applying Hair Gel,autocuidado/estetica,False,2604.0,0
yroQ1sLjgAE,jeff styled by Simpletics #simpletics,autocuidado/estetica,False,679.0,-1
tl8Xla_TMPo,How To Trim Your Mustache While Growing It Out #Shorts,autocuidado/estetica,False,1282787.0,-1
nUkrdi1p5Nk,The PERFECT Grooming Products For Your Age,autocuidado/estetica,False,15971.0,-1
qumB82m6-bo,Men’s Grooming Secrets Pt. 18,autocuidado/estetica,False,17059.0,4
wZgXtwtBg2o,Rating Men's Facial Hair! #grooming #mensstyle #style #styletips,autocuidado/estetica,False,170596.0,-1
vH6Je5HjtDU,"Grooming Lounge Men's Hairstyle -- ""The Devon""",autocuidado/estetica,False,7650.0,0
cKZ0n7DG-p8,Grooming For Men,autocuidado/estetica,False,7050.0,-1
MaA0SPdbDd4,Como Cuidar Bem de Uma Barba Curta | Só isso que você precisa,autocuidado/estetica,False,64639.0,4
29cup-5nRNw,🪒DICAS DE BARBA EM CASA🪒,autocuidado/estetica,False,6399342.0,4
iF5AUx0jSfk,Barba Italiana | Italian Beard Style 🇮🇹 #beard #barba #italiano #mensfashion,autocuidado/estetica,False,984633.0,4
ps2tfJBvgaY,Manutenção de uma Barba Lenhador em Casa,autocuidado/estetica,False,622525.0,4
u2M-oWNZ3nI,Order of Applying Beard Products!,autocuidado/estetica,False,137039.0,-1
wJEXiAqbHh8,My Sunday Night Beard Routine,autocuidado/estetica,False,16252.0,4
ACk1lhBApAM,Beard care routine #beard #beardcare #beardoil #beardbalm,autocuidado/estetica,False,1004122.0,-1
NUvYh5ANHq0,"Daily Beard Care Tutorial, How To Use Russell's Beard Brush, Oil and Wax",autocuidado/estetica,False,365245.0,4
vw32Ro6Sa34,BEST Beard Care Routine | Meet Beard Club's Advanced Growth Kit,autocuidado/estetica,False,221894.0,-1
c_NKWoRatMI,Beard Transformation | Black Men With Beards | #youtubeshorts,autocuidado/estetica,False,147931.0,4
_wWUG6Mzbyk,When to use BEARD BALM and when to use BEARD OIL #beard,autocuidado/estetica,False,321474.0,0
_giDq5qaALg,Ranking The Best Looksmaxxing Results EVER 🤯 #looksmaxxing,looksmaxxing,False,936303.0,-1
t456-WgzyHY,I tried the most popular looksmaxxing glow up tips,looksmaxxing,False,8909184.0,-1
j-yjm_rSZW4,Every Looksmaxxing Method Explained In 7 Minutes,looksmaxxing,False,702607.0,0
mzaCpVs2Qhc,Looksmaxxing Has Ruined Your Personality,looksmaxxing,False,632346.0,0
KMPXiamNm54,That day Hrithik roshan mogged whole Bollywood ⚡️||#shorts #looksmaxxing #lookmaxing #hrithikroshan,looksmaxxing,False,15496.0,-1
p9qhQK_uhkg,My 1 Year Looksmaxxing Transformation😈,looksmaxxing,False,2063021.0,1
__TVfHRhB64,Looksmaxxing Is Making Men Miserable,looksmaxxing,False,1792711.0,-1
zDQLwpi1KWU,The Disturbing World of Looksmaxxing,looksmaxxing,False,597403.0,0
srDGQMf50J4,The Cringe World of Looksmaxxing,looksmaxxing,False,498786.0,-1
l2tU1zu5WuI,Looksmaxxing Logic,looksmaxxing,False,368965.0,0
ts4ajXt1s00,I tried LOOKSMAXXING for 60 days…,looksmaxxing,True,150776.0,-1
ko4kDYD9btM,"Looksmax Rating (Looksmaxing), AI Face Rater & Maximize Style / Face Exercises for man, Male beauty",looksmaxxing,False,606827.0,0
-k_aVEGdMBI,Looksmaxxing Transformation (14 - 16) #shorts #looksmaxxing,looksmaxxing,False,263522.0,1
suYCtoN1vDg,Learn how here #looksmaxxing #bodytransformation #facetransformation,looksmaxxing,False,2735999.0,-1
SiY2s0ktLFc,Looksmax Tier List (NO FILTER),looksmaxxing,False,1252681.0,1
7HvcoICeA-8,7 Looksmaxing Methods that Actually Work ( Full Breakdown ),looksmaxxing,False,390065.0,-1
YhOyo2Wi018,"TikTok's ""LooksMaxxing"" Trend Is a lot Darker Than You Think...",looksmaxxing,False,505618.0,0
lZsvdML6kFU,POV: Looks Matters 👀 | LooksMaxxing #looksmaxxing,looksmaxxing,False,457978.0,-1
s-is6mtG-3o,Face exercises / Looksmax Rating (Looksmaxing) / AI Face Rater & Maximize Style,looksmaxxing,False,1360401.0,0
Z3zehSJgE8Y,"I Tried ""Looksmaxxing""",looksmaxxing,False,9691971.0,-1
zIaaUDwNqpg,"Locked tf in. 2.5 year transformation, glad I could help #looksmaxxing",looksmaxxing,False,637991.0,1
UcWzAMoQXVY,Greatest Looksmaxxing Potential? (blackpill) #blackpill #lookmaxxing #mewing,looksmaxxing,False,519615.0,1
F1-ljGZCABg,Looksmaxxing is F*cking Stupid,looksmaxxing,False,21366.0,1
AlqkPBhyQ-E,LooksMaxxing: The Complete Guide (No BS),looksmaxxing,False,1098953.0,0
e89PW3h45Xs,How to Increase BONE MASS #looksmaxxing,looksmaxxing,False,527413.0,10
jfulHL73Mhc,the world's shortest looksmaxxing guide you'll ever need.,looksmaxxing,False,1254071.0,7
NadQ_IvISI0,#lookism #looksmax #looksmaxxing #mogged #mogging #mogger,looksmaxxing,False,1020132.0,1
0h5AUk_1crM,How to Become a TRUE ADAM in 30 Days (Looksmaxxing Guide),looksmaxxing,False,5568.0,0
uHF9Biy5hdU,Real way to get a good jaw #glowup #looksmaxxing #jawline,looksmaxxing,False,1046534.0,-1
hqdResi8Ea8,LOOKSMAXXING,looksmaxxing,False,1002637.0,0
CcRtOgcAkrE,How to looksmax: level 1 #shorts,looksmaxxing,False,941885.0,0
r-_c6YXb6Jo,He Took Looksmaxxing Too Far! 🤫🧏 (@andrewmaxxer),looksmaxxing,False,15337981.0,-1
EFolHTLJCIk,More info on Insta... #looksmaxxing,looksmaxxing,False,438655.0,1
u2N8kDMmcQE,Country to popular belief I'm not secretly 5'7 and 130lbs #looksmaxxing,looksmaxxing,False,554753.0,1
O2I3Z3zb0lU,Looksmaxxing Is Kinda Corny lol,looksmaxxing,False,547293.0,0
X67xCIxdGGY,How to properly mew #looksmax #jawline #glowup,looksmaxxing,False,1822460.0,-1
L3fxYIzWguA,🎶🎧Looksmaxing playlist 2026 Thebest BP playlist,looksmaxxing,False,132429.0,0
cqF4ZtTiFnI,Before Looksmaxing vs After Looksmaxing 🔥,looksmaxxing,False,1706075.0,1
frrQelDgxTw,Romulus ⚡️- Charm ( slowed ) |#shorts #looksmaxxing #lookmaxing,looksmaxxing,False,45391.0,-1
Nmv2yA8iGGU,Looksmaxxing my best friend… 😅,looksmaxxing,False,1639.0,1
dcT_K1hrxvo,Looksmaxxing Is Darker Than You Think...,looksmaxxing,False,97007.0,0
1YPkEnco0-U,6 month subscriber transformation #looksmaxxing,looksmaxxing,False,1372962.0,1
XYLqR60Ebh4,Looksmaxxer (Tiktok: Bass) #looksmaxxing #psl #attractive #glowup #shorts,looksmaxxing,False,99713.0,-1
Mc5ddXug99s,The craziest ascension in history #looksmaxxing #viralvideo #memes #lookism #glowup #foryou,looksmaxxing,False,606874.0,-1
GS5ZMWQe2ec,Looksmaxxing,looksmaxxing,False,1313706.0,-1
wmOm3hRQx1A,#looksmax #looksmaxxing #hullo #mog,looksmaxxing,False,149781.0,1
FvNeOR5gBjY,From my personal experience this is goated #looksmaxxing,looksmaxxing,False,178907.0,-1
jnbXZSB-GdQ,Debloat Guide 🗿🙌 #looksmaxxing #debloat #facetransformation,looksmaxxing,False,309547.0,1
H5XSyofSAwo,how to fix your recessed chin #looksmax #glowup,looksmaxxing,False,666844.0,-1
4XMPLdiXB1k,Weekend Update: Chad Maxxington on the Art of Looksmaxxing,looksmaxxing,False,2915699.0,-1
qSWk_Tk1LZM,Whats your vein type?? #glowup #glowuptips #looksmaxing #looksmaxxing #oldmoney #look #glowupadvice,looksmaxxing,False,304724.0,1
wpX-PAv-q58,Examining them all #looksmaxxing #gym,looksmaxxing,False,219155.0,-1
P3uaUnS6PlM,looksmaxxing guide #trending #looksmaxxing #jawline #huntereyes #beauty #glowup #glow #glowing,looksmaxxing,False,99804.0,-1
PdxJ-js52E4,Looksmaxxing: Inside the dangerous trend taking over the feeds of young men | 60 Minutes Australia,looksmaxxing,False,815605.0,0
cYUjxgEiyv8,Yall Are Just Ugly,looksmaxxing,False,1671267.0,-1
xEQMP8VO8fU,Holy potential... #looksmaxxing #jawline #jordanbarrett,looksmaxxing,False,297102.0,1
BbHbCt0rh6s,Lorenzo zurzolo - the guy she cheated on ⚡️|#shorts #looksmaxxing #lookmaxing,looksmaxxing,False,78859.0,1
nKi0jj-8CCk,The Dark Philosophy Behind Looksmaxxing,looksmaxxing,False,40853.0,-1
