video_id,titulo,bloco,menciona_valor,views,topico_bertopic
mPzvdSLQs48,Venha fazer a sua rotina de skincare com produtos básicos e baratos #skincare #dicasdebeleza,autocuidado/estetica,False,701333.0,1
Ex88VQZjQAM,SABONETE DE ROSTO: Como escolher o SABONETE ideal para o seu TIPO DE PELE?,autocuidado/estetica,False,127897.0,-1
gAE9_rIexyo,Poros dilatados e Skincare,autocuidado/estetica,False,163188.0,0
xKeoDRNhV1Y,Uma rotina de R$100 pode fazer quase tudo. Então o caro melhora o quê?,autocuidado/estetica,True,223399.0,1
W04qR5BfyVM,Os 5 Hidratantes Faciais Masculinos que Eu Uso e Recomendo!,autocuidado/estetica,True,8158.0,1
s_L2rEetU1A,Como acabar com espinhas e cravos - skincare masculino simplificado,autocuidado/estetica,False,1507023.0,-1
ZGkC99kVS-Y,7 Produtos de CUIDADOS PESSOAIS Indispensáveis pro Homem | GLOW UP MASCULINO,autocuidado/estetica,False,278338.0,2
NAsdllNa_m8,Rotina de skincare para todos os tipos de pele com @Principia e super acessível também!Cupom: JARDEL,autocuidado/estetica,False,64509.0,1
z5CHkn2JuK8,SKINCARE MASCULINO SIMPLES E EFICAZ,autocuidado/estetica,False,22.0,1
NdG1T0zHOLc,Produtos essenciais de higiene masculina!,autocuidado/estetica,False,3066305.0,2
N0ekxueU4G0,receita de máscara de arroz clareadora #mascaradearroz #skincare #clareamentodapele,autocuidado/estetica,False,1502416.0,1
nMXIOP1_rgQ,ROTINA de CUIDADOS MASCULINOS para o DIA A DIA | glow up masculino 2024,autocuidado/estetica,False,156752.0,2
r2ezrgbOeZU,Hidratante barato para pele sensível,autocuidado/estetica,False,760654.0,1
U16EDXpjk4w,7 maneiras de ter um GLOW UP em apenas 7 dias,autocuidado/estetica,False,87230.0,1
8P6_bMTPkxA,máscara facial com creme Nívea #dicasdebeleza #cuidadoscomapele #pelesaudavel #skincare #facemask,autocuidado/estetica,False,1824147.0,1
fyfiFhqhA0U,O Erro do Creme Masculino: Por Que Sua Pele Está Ficando Mais Oleosa,autocuidado/estetica,False,18792.0,-1
esj7Kjj3yZo,levanta dai e vai se cuidar #looksmaxxing #glowup #viralvideo #skincare #pele,autocuidado/estetica,False,13403.0,-1
YIa-4Pv5QI4,"Homens, Vocês Cuidam da Pele? Rotina de Skincare Masculino",autocuidado/estetica,False,655.0,1
iGjZyfdRAtA,Filtros Solares para PELE OLEOSA! #skincare #peleoleosa #filtrosolar,autocuidado/estetica,False,27768.0,1
mIeWsHrKBmE,Autocuidado Masculino #MenEssence,autocuidado/estetica,False,22660.0,2
sv9BkbH65UA,Review: Kit Skincare Masculino - Essential Care Fmen,autocuidado/estetica,False,29.0,1
VsjjRzorn58,Olheiras? isso é coisa do passado! #serum #olheiras #skincare #beleza #belezamasculina #ugcbrasil,autocuidado/estetica,False,5520.0,-1
pn-MyWfPrOE,O passo Que Faltava na Sua Rotina de Skincare! 😱😉 Avon Renew Sabonete #rotinaskincare #renewavon,autocuidado/estetica,False,1454.0,-1
2zQeMu956Nk,Skin care masculina,autocuidado/estetica,False,12861.0,-1
ac2qAj4tCUI,Téchne Men's Skincare - Homens que se cuidam são mais atraentes.,autocuidado/estetica,False,4989.0,-1
eYMCX-YPn0I,Como é feita uma limpeza de pele profissional?,autocuidado/estetica,False,1320513.0,1
DH7blnOzQGM,Qual Creme Nivea vale mais a pena? #skincare #niveacreme #nivea,autocuidado/estetica,True,3531.0,-1
XsNcS3EMrJM,Use Esse Creme no Frio #nivea #skincare #cuidadoscomapele,autocuidado/estetica,True,1312.0,-1
eI3SuCOK2Cs,COMO CONSEGUIR PELE DE VIDRO SENDO HOMEM | GLOW UP MASCULINO | DICAS DE BELEZA NATURAL,autocuidado/estetica,False,11539.0,-1
lmcmGxJkYsg,💉 BOTOX MASCULINO O QUE VOCÊ PRECISA SABER! @Drapatriciagallii #skincare #dicas #acne #beleza #pele,autocuidado/estetica,False,60544.0,-1
Qjurot1CMxM,forma correta de lavar o rosto #dicasdebeleza #cuidadoscomapele #pelesaudavel #skincare #lavarorosto,autocuidado/estetica,False,792500.0,-1
Lqpj691uaIc,SKINCARE NOTURNA PARA PÚBLICO MASCULINO!,autocuidado/estetica,False,40.0,-1
vbRLVYPABc0,Como Ter Pele de Vidro sendo um Homem Negro (Gastando Pouco),autocuidado/estetica,False,14778.0,-1
FCNB15R8urE,Cuidados com a PELE MASCULINA | Guia de Skincare para Homens,autocuidado/estetica,False,83545.0,1
2AgkAxNjc-U,SKINCARE MASCULINO,autocuidado/estetica,False,158.0,-1
VUYy3mjGE28,Skincare masculina | Noorskin,autocuidado/estetica,False,87656.0,-1
8-KJ0HH-cy4,como reduzir olheiras #dicasdebeleza #cuidadoscomapele #pelesaudavel #olheiras #skincare,autocuidado/estetica,False,527202.0,-1
QRSPUUH0aqI,OS 3 Melhores Esfoliantes Faciais Que eu Testei e Recomendo,autocuidado/estetica,False,2516.0,1
O4_fdX-6UXQ,TE DEIXANDO MUITO MAIS BONITO EM 30 DIAS! (na prática),autocuidado/estetica,False,106746.0,1
woSLB-HlQSk,4 Passos Simples Para Ter Uma Pele Perfeita ( Skin Care Masculina),autocuidado/estetica,False,45996.0,1
s87fUJsfRt8,KIT ROTINA COMPLETA DE SKINCARE MASCULINO VIRO,autocuidado/estetica,False,146.0,1
8SO8jFYHcUU,Skin Care com apenas 3 produtos 🧖🏻,autocuidado/estetica,False,60869.0,1
w8fiOwZ-WTU,ASMR - Dicas para um SKINCARE MASCULINO,autocuidado/estetica,False,21620.0,-1
A27uWwHOFgk,Beleza da pele negra. Alguns cuidados🚨 #belezapelepreta #cuidadospelenegra #belezanegra,autocuidado/estetica,False,22103.0,-1
ijLWRXYckZo,Como Ser Bonito?,autocuidado/estetica,False,16188096.0,1
ItAbL9m6U_U,Por que os coreanos tem a pele tão boa?? #jngExplica Skin Care! #skincare #kbeauty,autocuidado/estetica,False,1600657.0,1
hRr_pLQ_b5Q,6 Produtos da NIVEA Que Você PRECISA Ter! 🧴#Nivea #Skincare #NiveaMen #Hidratante #protetorsolar,autocuidado/estetica,False,34012.0,1
BB3saMCL2zM,Homens e Skincare: Quebrando Tabus e Desvendando o Mercado!,autocuidado/estetica,False,608.0,2
xC2gkxz6GK0,Evolução 3 meses de minoxidil Kirkland...,autocuidado/estetica,False,6999382.0,1
AY_J8ovWlAQ,Rotina Completa de Skincare para Pele Mista/Oleosa com Tendência a Acne | Produtos PRINCIPIA!!,autocuidado/estetica,False,175620.0,1
cvJWWqR8Dlg,APRENDA A CUIDAR DE SUA PELE | ROTINA SKINCARE COMPLETA | SUGESTÃO SKIN CARE para GAROTOS,autocuidado/estetica,False,85087.0,1
p35Mac5cReI,VOCÊ SABE QUAL É O SEU TIPO DE PELE? #modamasculina #skincare,autocuidado/estetica,False,8103.0,1
jK9SmKhA2dc,Como ter uma Pele Bonita e Saudável (Skincare Masculino),autocuidado/estetica,False,3006.0,-1
4tv2iC6y_Gw,A evolução do skincare na vida do homem😂🤣 #humor #namorada #skincare,autocuidado/estetica,False,3542.0,-1
abLs6FNyVwQ,Skincare Masculino: como ter uma prática de cuidados com a pele?,autocuidado/estetica,False,16.0,-1
jgSY1tMUw34,O melhor produto para reduzir as rugas do rosto #shorts #skincare #beleza #rugas #retinol,autocuidado/estetica,False,8728.0,1
LxcHnt6C70k,Pseudofoliculite como tratar #skincare #skintips #sunbbeauty #foliculite #pseudofoliculite #skin,autocuidado/estetica,False,10311.0,1
NzZ6uhFDZSE,Gel de Limpeza GL-01 da Principia,autocuidado/estetica,False,54401.0,1
ePmwrWyvRVk,"Dermato, domine o SkinCare masculino",autocuidado/estetica,False,32.0,-1
kAxvXu92k4g,Rosto quadrado com exercícios #mewing #skincare,autocuidado/estetica,False,1209875.0,-1
eWlCqXhnjnw,skincare masculino. #short #selfcare #skincare,autocuidado/estetica,False,11677.0,1
HE9-hFej4dg,Produtos Básicos de Skincare Que Todo Homem Deveria Usar em 2025,autocuidado/estetica,False,262.0,1
YVX3zjkzg2Y,Skincare coreano: o que vale e o que não vale o hype,autocuidado/estetica,False,42270.0,-1
WjEGwNzhVEg,PROTETOR SOLAR PRINCIPIA Resenha Rápida #niacinamida #skincare #protetorsolar,autocuidado/estetica,False,67745.0,-1
D5h9tG1vvnk,Desafie o tempo: O truque dos homens que parecem nunca envelhecer. #skincaremasculino #skincare,autocuidado/estetica,False,671.0,-1
JYCAljmg9pI,Resenha rápido de todos os seruns da principia #principia,autocuidado/estetica,False,362060.0,-1
2sbg8_dOjeU,"Se Eu Tivesse Que Começar do ZERO, Faria Isso!",autocuidado/estetica,False,411342.0,1
X7cCyrO9Ldc,Como fazer uma limpeza de pele masculino #barber #barbearia,autocuidado/estetica,False,73423.0,1
rBJd8DbN5Z4,Cuidados básicos que todo homem deve ter! 🔥,autocuidado/estetica,False,493819.0,2
IxpewWjgcSQ,COMO USAR POMADA EM PÓ! #SHORTS,autocuidado/estetica,False,94554.0,2
SJCbfgsQLYQ,"SKINCARE EM HOMENS (CUIDADO MASCULINO, BELEZA MASCULINA, SKINCARE EM HOMENS)",autocuidado/estetica,False,36.0,-1
brC2NRsVJgc,glow up masculino: do perfume ao shape ✨ (manual 2025),autocuidado/estetica,False,134566.0,-1
ODgLoOkjMko,ROTINA DE SKINCARE - SKINCARE PARA HOMENS,autocuidado/estetica,False,240945.0,1
bdGMWbXrT74,Skincare Masculino Funciona? Testamos o Kit Cuida da ManClub,autocuidado/estetica,False,1652.0,-1
DrpQtNsDfvU,Dicas que não podem ficar em segredo 🤫✨ #autocuidado #skincare #cuidadocomcabelo #beleza,autocuidado/estetica,False,1951281.0,2
XRLpFDwDbA4,Skincare de pobre pra vocês #skincare #fyp #foryou #pele,autocuidado/estetica,False,36082.0,1
e4y4P7jTOgE,SKINCARE DE MANHA,autocuidado/estetica,False,8915.0,0
STEWKIOf0nc,CREME DEPILATÓRIO VEET OS PELOS 😱,autocuidado/estetica,False,341578.0,0
reNSQZJRZBI,A Revolução do Skincare Masculino: Produtos e Dicas,autocuidado/estetica,False,468.0,-1
B7-A5RprLS0,Como ter um glowup Masculino #glowup #skincare #desenvolvimentopessoal #beleza #redpill,autocuidado/estetica,False,1587.0,-1
eQXUUej8ATA,LANÇAMENTO - SKINCARE MASCULINO: ATOMY HOMME SABONETE FACIAL MULTI-AÇÃO,autocuidado/estetica,False,3031.0,-1
SxPwXDXSiEY,Rotina de skincare masculina noturna 🤩,autocuidado/estetica,False,17926.0,-1
7l1Z00AEQLI,Se você tem cicatriz de acne #cuidadoscomapele #pelesaudavel #dicasdebeleza #acne #skincare,autocuidado/estetica,False,211474.0,1
eGcSP9IXIaY,Como CONSERTAR A PELE em 4 DIAS - Skin care masculina🔥,autocuidado/estetica,False,16303.0,-1
Bzqdkt3TNv4,SABONETES FACIAIS PARA CADA TIPO DE PELE,autocuidado/estetica,False,358411.0,-1
vrQ-jK_dkrA,Rotina skincare para homens #pele #pelesaudavel #skincare #skincareroutine #pelelinda,autocuidado/estetica,False,96968.0,1
E9T_Thpjbf8,Rotina Avançada de Skincare Masculino,autocuidado/estetica,False,213.0,-1
wt8CNCVYdgw,Skincare masculino em 4 passos com @riquefernandess,autocuidado/estetica,False,77.0,-1
QoQSVx3FLi4,SKINCARE MASCULINA,autocuidado/estetica,False,140.0,-1
nmZo04KBGtQ,Sérum Revitalizante e Sabonete Facial Téchne Men's Skincare. #skincaremasculino #skincareroutine,autocuidado/estetica,False,3739.0,-1
Trd2L2pWc7c,Produtos para pele Oleosa,autocuidado/estetica,False,345750.0,1
qag11sO5xdA,Mais 3 dicas de #skincare! #shorts,autocuidado/estetica,False,2414.0,2
bZZv_RNo0nY,Hidratação pra pele masculina! 👨 🧼. #skincare #hidratação #limpeza #pele #foryou #shorts,autocuidado/estetica,False,596.0,-1
pNfvbqHCmEw,Rotina de skincare masculino #principia #skincare #modamasculina #blogueirinho,autocuidado/estetica,False,1090.0,-1
Tn8PrEDBcrM,Dicas de Skincare Masculino,autocuidado/estetica,False,141.0,1
kntEf_FGD4g,Rotina de Skincare Masculina,autocuidado/estetica,False,17073.0,-1
LGl-3GoSA1M,Rotina anti-acne Principia,autocuidado/estetica,False,15345768.0,1
5Qn-v6xb6Lo,Ordem certa dos produtos skincare.#skincare #cuidadoscomapele#beleza #pele,autocuidado/estetica,False,355301.0,1
gHH-Bljx3KQ,A melhor rotina de skincare para pele oleosa custo benefício somente com Principia.,autocuidado/estetica,False,57170.0,1
RsGjhyWGbiI,A melhor Rotina de Skincare Masculina.,autocuidado/estetica,False,10047.0,-1
NJIhVj1x-k4,DESCUBRA quais são os PRINCIPAIS PRODUTOS para o SKINCARE,autocuidado/estetica,False,123762.0,1
51MExBHCSP0,SKINCARE PARA PELE COM ROSÁCEA | ROTINA DE CUIDADOS para pele SENSÍVEL E ROSÁCEA,autocuidado/estetica,False,102739.0,-1
1chqi-nkUuw,Rosto com PELE SECA aprenda o que fazer! | Dicas de skincare,autocuidado/estetica,False,54789.0,0
im5G2E9TaIU,Rotina skincare matinal - dermatologista explica,autocuidado/estetica,False,52147.0,1
qezZ5fuY3gM,Melasma: por que usar dois protetores solares?,autocuidado/estetica,False,342682.0,-1
OGDJ-2fyNcE,SKINCARE para PELE MISTA I Dicas para uma pele mais bonita,autocuidado/estetica,False,59089.0,1
C_Nh03AZmxE,Ordem correta de skin care noturno,autocuidado/estetica,False,217996.0,1
aAFReXo3aQY,PELE OLEOSA SKINCARE: 5 Passos para CONTROLAR BRILHO DA PELE e a OLEOSIDADE do rosto,autocuidado/estetica,False,253668.0,1
aQcUQX1g9_k,TENTANDO TER A PELE PERFEITA SÓ COM SKIN CARE - SEMANA 2,autocuidado/estetica,False,7655986.0,1
LR-prFwPEZk,Como usar o Retinal da Creamy Skincare na sua rotina de skincare.,autocuidado/estetica,False,47312.0,-1
xCV164nRN84,"Como usar Acido Azelaico? Reduz acne, manchas na pele e rosácea! #azelaico",autocuidado/estetica,False,379438.0,1
IbaoVk_9mqw,Um guia para o Skin Care masculino - Como acabar com as espinhas do rosto,autocuidado/estetica,False,51414.0,-1
X-2kZVRTfXQ,Como fazer skincare em casa (for: @sarinha382 ),autocuidado/estetica,False,1020605.0,-1
WmlIp-Tgx3k,Dicas inéditas para sua rotina noturna #skincare,autocuidado/estetica,False,19599.0,-1
CF3ArOaqFRg,Máscaras se skincare Caseira para fazer em casa #naoflopa,autocuidado/estetica,False,699596.0,1
gXLjzEk6NFk,Skincare masculino: rotina prática e eficaz com apenas 3 produtos,autocuidado/estetica,False,1355.0,1
IgrDEG7M-1s,Rotina de skincare noturno com @PrincipiaSkincare 🖤🤍✨ #shorts #skincareroutine,autocuidado/estetica,False,80582.0,1
GXu9I4smq-U,Skincare para rosacea - dermatologista explica,autocuidado/estetica,False,56501.0,1
26KX7KdoQuE,3 coisas que não podem faltar no SKINCARE PARA UMA PELE MAIS BONITA | #shorts,autocuidado/estetica,False,245665.0,1
sF8pDsGOaMk,Rotina Skincare Diurna para Peles Maduras | Produtos PRINCIPIA!!,autocuidado/estetica,False,91136.0,-1
cyQQwrUxsRk,Skincare masculina com Time Wise Mary Kay,autocuidado/estetica,False,1604.0,-1
PlAwXWs12D8,Melhores produtos para controlar a OLEOSIDADE DA PELE DO ROSTO,autocuidado/estetica,False,81720.0,1
YZ3eWk5tSek,Vamos cuidar da pele comigo? #skincare #beleza #cuidadoscomapele #cuidados #rotina,autocuidado/estetica,False,1340.0,1
kTeS47_NSq0,dermatologista simplifica rotina de pele noturna. #skincaremasculina #cuidadoscomapele #tretinoina,autocuidado/estetica,False,4093.0,1
6dS4bPM0W4g,Rotina noturna de skincare: quanto tempo leva? #skincare #rotinadecuidadoscomapele #beleza,autocuidado/estetica,False,184070.0,1
JLQD2-YchQY,Skincare masculina sem frescura | criando uma rotina de Autocuidado,autocuidado/estetica,False,3149.0,1
0uHmxK4nMWQ,COMO TER a PELE PERFEITA | ROSTO BONITO! #shorts,autocuidado/estetica,False,697219.0,-1
zwsbVvKVgrw,"Maquiagem masculina, você usaria? 🤔",autocuidado/estetica,False,190588.0,-1
XFAifDISLS8,Confira Dicas De Skincare E Cuidados Com A Pele Masculina,autocuidado/estetica,False,1022.0,-1
hUlalbDNkuc,PELE NEGRA | Quais TRATAMENTOS DEVEM SER EVITADOS,autocuidado/estetica,False,52091.0,-1
6o_Eukm7CLU,"Skincare fácil, simples e que funciona",autocuidado/estetica,False,501419.0,0
Rb6_mzaPn4I,O que fazer na adolescência para ter uma PELE BONITA QUANDO ADULTA,autocuidado/estetica,False,24939.0,1
BrSOIjRpzak,ESFOLIANTE FACIAL | Como e quando utilizar no SKIN CARE,autocuidado/estetica,False,90834.0,1
n5kBPT1rG6g,Como utilizar o retinol da @Principia#principiaskincare #principia #skincare #skinarmy #retinol,autocuidado/estetica,False,198629.0,-1
zoHn0Escu98,ROTINA ESSENCIAL DE SKINCARE PÓS-BARBA #shorts,autocuidado/estetica,False,357053.0,1
dvDdSDXiJpc,Forma correta de aplicar o Esfoliante ✨ #esfoliante #dicasdebeleza #autocuidado #dicas,autocuidado/estetica,False,457851.0,-1
HTDgGyo3ujg,"Limpeza de Pele Masculina, Higiene do ROSTO, Skin Care Homens",autocuidado/estetica,True,16022.0,1
EUZ2osNZoLo,Fiz uma LIMPEZA DE PELE PROFISSIONAL!!! #shorts,autocuidado/estetica,False,224696.0,-1
0_WzItnp5Po,Skin care sem gastar 1 real 🤫 #looksmaxxing #glowup #skincare,autocuidado/estetica,False,93965.0,-1
dMrA53y9ObI,ROTINA skin Care adolescente ✨.#skincare #adolescentes #pele #autocuidado #shorts,autocuidado/estetica,False,4287.0,1
raZSJuZ-h3g,Ordem da rotina de skincare noturna com @Principia CUPOM: JARDEL,autocuidado/estetica,False,27788.0,1
rXsPWtcEGnE,Dermaplaning 😱#medicina #medico #enfermagem #dermatologia #estetica Limpeza de Pele em Casa,autocuidado/estetica,False,2986224.0,1
PiJYKL1Godc,Nivea da latinha azul: é melhor usar à noite?,autocuidado/estetica,False,1044417.0,-1
fh0Vey6YqjM,Melhor hidratante facial para peles oleosas,autocuidado/estetica,False,237688.0,1
iuHTCycrd6k,Penteado e Skincare masculina com Major 🔥,autocuidado/estetica,False,45092.0,-1
fXvrjKw-GyI,SKINCARE ROTINA COMPLETA | PASSO a PASSO para MENINOS | BELEZA MASCULINA | GLOW UP,autocuidado/estetica,False,4591.0,-1
vosU45ZPRIY,Chendy for Men - Rotina de skincare para homens,autocuidado/estetica,False,203.0,-1
c1WUNAoR7fE,Como ter a pele perfeita! #peleperfeita #pele #pelelinda #skincare #fyp #espinha #acne #pelebonita,autocuidado/estetica,False,259204.0,1
O6W6CMYrRWw,Dicas e produtos de Skincare para peles negras,autocuidado/estetica,False,14333.0,-1
kF7g3EKbvkQ,Como fazer skincare BÁSICA em uma pele masculina,autocuidado/estetica,False,16326.0,1
EVS2iCo1rHQ,Você tem melasma?,autocuidado/estetica,False,958779.0,-1
ddQRQGTqmpc,rotina de cuidados da manhã￼ #cabelocacheado #autocuidado #skincare #spaday #banhopremium #cacheada,autocuidado/estetica,False,2521210.0,1
Pouasiva814,Hidratante para rosácea - dermatologista explica,autocuidado/estetica,False,137561.0,1
j4jrPoaxw1I,6 PASSOS para MELHORAR a sua PELE em 7 DIAS,autocuidado/estetica,False,346109.0,1
_ObWy51ejmo,Como Cuidar da Pele em Casa: Rotina de Skincare - Dicas de Glow Up,autocuidado/estetica,False,3525.0,1
1mHH5oK9HIo,MELHOR ROTINA DE CUIDADO COM A PELE MASCULINA | SKINCARE PARA HOMENS | BELEZA MASCULINA GLOWUP,autocuidado/estetica,False,20301.0,1
i09F2pCU2_8,Massagem Facial. Funciona Muitoo #skincare #shorts,autocuidado/estetica,False,570549.0,-1
KnBBkQ76U0o,Evolução no skincare masculino: Os produtos que estão transformando homens por todo Brasil.,autocuidado/estetica,False,2334.0,-1
LvhCnE6kuT4,Dicas Para Pele Oleosa #peleoleosa #skincare #shots,autocuidado/estetica,True,287002.0,1
